,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
3042,Wisconsin\Clark,234,585,234,528,291609,310919,0,57,528,528,0.001698191,1
1533,Missouri\Laclede,128,203,27,151,94172,89550,101,52,151,151,0.001686209,1
1437,Mississippi\Leake,295,104,149,38,30628,22582,146,66,38,38,0.001682756,1
1092,Kentucky\Taylor,165,100,165,0,59612,59479,0,0,100,100,0.001681266,0
2977,West Virginia\Barbour,16,32,16,32,23073,19206,0,0,32,32,0.001666146,1
2542,Texas\Archer,967,191,890,0,110386,115641,77,0,191,191,0.001651663,0
1232,Michigan\Baraga,15,13,15,13,9246,7875,0,0,13,13,0.001650794,1
2918,Virginia\Scott,243,55,214,0,41935,33436,29,0,55,55,0.001644934,0
858,Iowa\Sac,723,547,723,547,337872,332957,0,0,547,547,0.001642855,1
1319,Minnesota\Carver,483,216,323,216,144542,131550,160,0,216,216,0.001641961,1
683,Illinois\Woodford,840,477,0,0,267323,291630,0,0,477,477,0.001635634,0
686,Indiana\Allen,726,395,689,0,230416,241522,37,0,395,395,0.001635462,0
1062,Kentucky\Marshall,85,111,0,89,55979,54795,0,22,89,89,0.001624236,1
2040,North Dakota\Stark,1009,809,1005,0,529062,498785,4,0,809,809,0.001621941,0
1541,Missouri\Macon,111,345,0,345,219559,214707,0,0,345,345,0.001606841,1
2607,Texas\Ellis,825,411,667,359,204578,224446,158,52,359,359,0.001599494,1
1857,New York\Livingston,499,239,499,0,165843,149591,0,0,239,239,0.00159769,0
2847,Virginia\Bedford,567,94,521,0,68918,59122,46,0,94,94,0.001589933,0
2874,Virginia\Goochland,21,31,21,31,22821,19499,0,0,31,31,0.001589825,1
2875,Virginia\Grayson,97,44,27,0,40319,27879,70,0,44,44,0.001578249,0
1024,Kentucky\Grant,250,52,250,52,52590,32984,0,0,52,52,0.001576522,1
744,Indiana\Owen,64,98,64,0,53510,62472,0,0,98,98,0.001568703,0
1069,Kentucky\Monroe,119,97,119,97,73202,61978,0,0,97,97,0.001565071,1
2095,Ohio\Logan,43,278,43,278,168822,177746,0,0,278,278,0.00156403,1
1350,Minnesota\Lincoln,662,399,662,0,246316,256638,0,0,399,399,0.001554719,0
654,Illinois\Perry,0,217,0,217,171774,143923,0,0,217,217,0.001507751,1
1538,Missouri\Linn,1297,313,0,0,197001,209009,0,0,313,313,0.001497543,0
2141,Oklahoma\Atoka,743,94,489,89,90780,59859,254,5,89,89,0.001486827,1
2983,West Virginia\Calhoun,0,11,0,11,9333,7426,0,0,11,11,0.001481282,1
802,Iowa\Dallas,384,401,384,0,263668,270743,0,0,401,401,0.001481109,0
2931,Virginia\Wythe,163,72,163,72,51991,49459,0,0,72,72,0.001455751,1
3091,Wisconsin\Shawano,322,259,0,0,189064,183461,0,0,259,259,0.001411744,0
933,Kansas\Lyon,1060,403,1060,321,210190,228383,0,82,321,321,0.001405534,1
1470,Mississippi\Union,0,61,0,61,50250,43652,0,0,61,61,0.001397416,1
1086,Kentucky\Rowan,23,21,0,0,19458,15037,0,0,21,21,0.001396555,0
792,Iowa\Cass,667,335,667,335,264109,240732,0,0,335,335,0.001391589,1
706,Indiana\Floyd,22,17,22,17,13785,12238,0,0,17,17,0.001389116,1
2312,Pennsylvania\Tioga,88,150,0,150,96867,108961,0,0,150,150,0.001376639,1
2674,Texas\Kleberg,13,112,0,96,82645,71238,0,16,96,96,0.001347595,1
703,Indiana\Dubois,373,175,0,0,135172,130027,0,0,175,175,0.001345874,0
1843,New York\Cortland,18,186,18,81,61458,60365,0,105,81,81,0.001341837,1
2109,Ohio\Muskingum,37,106,37,106,76091,79187,0,0,106,106,0.001338604,1
1354,Minnesota\Marshall,418,987,418,0,786313,740407,0,0,987,987,0.001333051,0
793,Iowa\Cedar,203,367,203,367,299686,275638,0,0,367,367,0.001331456,1
862,Iowa\Story,261,372,238,372,328069,279417,23,0,372,372,0.001331343,1
625,Illinois\Johnson,0,64,0,64,53387,48244,0,0,64,64,0.00132659,1
714,Indiana\Hancock,196,207,196,207,159252,156589,0,0,207,207,0.001321932,1
2108,Ohio\Morrow,183,191,183,183,134935,139176,0,8,183,183,0.001314882,1
14,Alabama\Clay,38,17,38,17,14214,13010,0,0,17,17,0.001306687,1
2398,South Dakota\Faulk,0,499,0,499,373400,382776,0,0,499,499,0.001303635,1
695,Indiana\Clay,135,179,135,179,134068,137399,0,0,179,179,0.001302775,1
2264,Pennsylvania\Cambria,29,59,29,59,54580,45386,0,0,59,59,0.00129996,1
2408,South Dakota\Hyde,0,280,0,280,207217,216327,0,0,280,280,0.001294337,1
2295,Pennsylvania\McKean,7,17,7,17,15408,13156,0,0,17,17,0.001292186,1
1426,Mississippi\Itawamba,8,39,8,39,35149,30238,0,0,39,39,0.001289768,1
2258,Pennsylvania\Bedford,340,134,340,0,118727,104274,0,0,134,134,0.001285076,0
2286,Pennsylvania\Jefferson,26,68,26,68,52106,53151,0,0,68,68,0.001279374,1
758,Indiana\Spencer,430,169,430,169,110815,132508,0,0,169,169,0.001275395,1
1555,Missouri\Oregon,146,399,28,45,46181,35867,118,354,45,45,0.001254635,1
2047,North Dakota\Wells,1043,780,1043,780,630468,622310,0,0,780,780,0.001253395,1
2528,Tennessee\Union,44,16,0,16,19816,12808,0,0,16,16,0.001249219,1
526,Georgia\Whitfield,91,37,10,13,13800,10554,81,24,13,13,0.00123176,1
3051,Wisconsin\Florence,0,6,0,6,9417,4876,0,0,6,6,0.001230517,1
2996,West Virginia\Kanawha,10,5,10,5,3988,4080,0,0,5,5,0.00122549,1
2119,Ohio\Richland,135,147,135,0,110222,120285,0,0,147,147,0.001222098,0
2159,Oklahoma\Delaware,624,75,0,0,93816,62360,0,0,75,75,0.001202694,0
607,Illinois\Fayette,114,298,114,0,254549,248237,0,0,298,298,0.001200466,0
2296,Pennsylvania\Mercer,195,117,0,0,111556,97735,0,0,117,117,0.001197115,0
789,Iowa\Butler,338,396,338,396,343222,330867,0,0,396,396,0.001196856,1
2715,Texas\Nueces,4322,432,3377,0,369433,362586,945,0,432,432,0.001191441,0
1197,Maryland\Garrett,375,49,348,49,46019,41525,27,0,49,49,0.001180012,1
2901,Virginia\Northumberland,62,39,62,39,36896,33490,0,0,39,39,0.001164527,1
2994,West Virginia\Jackson,142,30,0,30,36786,25773,0,0,30,30,0.001164009,1
1856,New York\Lewis,130,113,0,113,92028,97216,0,0,113,113,0.00116236,1
1554,Missouri\Nodaway,42,340,42,340,377547,293281,0,0,340,340,0.001159298,1
2709,Texas\Morris,137,21,125,21,19798,18127,12,0,21,21,0.001158493,1
1027,Kentucky\Green,190,78,190,0,66938,67443,0,0,78,78,0.001156532,0
2094,Ohio\Licking,914,204,856,186,169136,161360,58,18,186,186,0.001152702,1
1242,Michigan\Chippewa,104,66,0,0,66095,57377,0,0,66,66,0.001150287,0
2862,Virginia\Cumberland,0,18,0,18,17149,15649,0,0,18,18,0.001150233,1
1502,Missouri\Christian,158,64,47,61,76040,53328,111,3,61,61,0.001143864,1
2311,Pennsylvania\Susquehanna,102,84,46,0,75947,73702,56,0,84,84,0.001139725,0
984,Kentucky\Adair,68,75,0,75,85073,66574,0,0,75,75,0.001126566,1
2827,Vermont\Essex,4,9,0,9,11557,8020,0,0,9,9,0.001122195,1
2989,West Virginia\Greenbrier,65,40,0,40,38498,35709,0,0,40,40,0.001120166,1
1590,Missouri\Washington,216,27,0,27,41299,24292,0,0,27,27,0.001111477,1
2105,Ohio\Monroe,16,33,16,33,29047,29697,0,0,33,33,0.001111223,1
2860,Virginia\Craig,6,11,0,11,11081,9947,0,0,11,11,0.001105861,1
3021,West Virginia\Summers,7,12,7,12,13599,10857,0,0,12,12,0.001105278,1
3092,Wisconsin\Sheboygan,144,172,111,0,157607,155878,33,0,172,172,0.001103427,0
2282,Pennsylvania\Fulton,70,67,70,67,52423,61066,0,0,67,67,0.001097174,1
3063,Wisconsin\Kewaunee,98,158,82,158,142190,144713,16,0,158,158,0.001091816,1
1085,Kentucky\Rockcastle,30,33,30,0,32456,30272,0,0,33,33,0.001090116,0
156,Arkansas\Sebastian,659,38,659,0,36839,35017,0,0,38,38,0.001085187,0
1107,Louisiana\Ascension,291,22,0,0,27024,20341,0,0,22,22,0.001081559,0
798,Iowa\Clay,490,316,490,316,304774,292462,0,0,316,316,0.001080482,1
752,Indiana\Randolph,79,233,0,233,210531,216595,0,0,233,233,0.00107574,1
642,Illinois\Marion,120,232,120,0,212144,216922,0,0,232,232,0.001069509,0
3025,West Virginia\Upshur,12,16,12,16,19540,14965,0,0,16,16,0.001069161,1
796,Iowa\Chickasaw,148,287,0,287,260520,271262,0,0,287,287,0.001058018,1
2480,Tennessee\Henderson,213,84,177,0,86150,79823,36,0,84,84,0.001052328,0
1226,Michigan\Alcona,138,25,138,25,28317,23802,0,0,25,25,0.001050332,1
2091,Ohio\Knox,58,134,58,0,142905,128695,0,0,134,134,0.001041221,0
2269,Pennsylvania\Clarion,82,63,0,63,67489,60546,0,0,63,63,0.001040531,1
602,Illinois\Douglas,0,255,0,0,252838,247840,0,0,255,255,0.00102889,0
1447,Mississippi\Neshoba,496,21,313,21,29821,20567,183,0,21,21,0.001021053,1
2008,North Dakota\Dunn,430,379,430,379,371237,374287,0,0,379,379,0.001012592,1
1396,Minnesota\Yellow Medicine,644,369,644,0,371339,364471,0,0,369,369,0.001012426,0
2789,Texas\Young,0,229,159,99,127775,97793,0,130,99,99,0.001012342,1
1101,Kentucky\Whitley,0,17,0,17,27758,16857,0,0,17,17,0.001008483,1
3007,West Virginia\Monongalia,48,15,48,15,16665,14947,0,0,15,15,0.001003546,1
1387,Minnesota\Traverse,0,333,0,333,311695,334992,0,0,333,333,0.000994054,1
2466,Tennessee\Fentress,31,26,31,26,34257,26344,0,0,26,26,0.000986942,1
2840,Virginia\Alleghany,0,8,0,8,7970,8144,0,0,8,8,0.000982318,1
989,Kentucky\Bath,112,47,112,47,54108,47863,0,0,47,47,0.000981969,1
1260,Michigan\Iosco,46,23,0,0,33134,23662,0,0,23,23,0.000972023,0
2261,Pennsylvania\Bradford,128,157,0,157,146588,163329,0,0,157,157,0.00096125,1
1587,Missouri\Texas,109,65,109,65,97334,67951,0,0,65,65,0.000956572,1
486,Georgia\Polk,55,13,0,13,15518,13653,0,0,13,13,0.000952172,1
850,Iowa\Page,52,247,52,247,215133,263037,0,0,247,247,0.000939031,1
772,Indiana\Washington,63,133,0,133,137866,142768,0,0,133,133,0.000931581,1
2123,Ohio\Seneca,628,240,628,240,241699,258061,0,0,240,240,0.000930013,1
3004,West Virginia\Mercer,8,9,8,9,11621,9697,0,0,9,9,0.000928122,1
2117,Ohio\Preble,222,181,222,0,204033,195108,0,0,181,181,0.000927691,0
1148,Louisiana\St. Bernard,0,4,0,4,3242,4347,0,0,4,4,0.000920175,1
2309,Pennsylvania\Somerset,197,109,197,109,120520,119396,0,0,109,109,0.000912928,1
826,Iowa\Jackson,46,191,0,191,191521,214246,0,0,191,191,0.000891499,1
1337,Minnesota\Houston,152,115,0,0,127579,129356,0,0,115,115,0.000889019,0
1833,New York\Allegany,207,103,187,63,74635,71285,20,40,63,63,0.000883776,1
2172,Oklahoma\Jefferson,330,70,330,70,119137,79289,0,0,70,70,0.000882846,1
2207,Oklahoma\Stephens,1194,89,479,67,127830,75937,715,22,67,67,0.00088231,1
869,Iowa\Washington,236,233,236,0,268778,264570,0,0,233,233,0.000880674,0
2455,Tennessee\Clay,0,24,0,24,31468,27263,0,0,24,24,0.000880314,1
790,Iowa\Calhoun,0,295,0,295,339478,337429,0,0,295,295,0.000874258,1
3087,Wisconsin\Rusk,95,61,95,61,81631,70073,0,0,61,61,0.000870521,1
1291,Michigan\Ontonagon,0,12,0,12,15232,13900,0,0,12,12,0.000863309,1
1229,Michigan\Alpena,34,38,26,38,59577,44122,8,0,38,38,0.000861248,1
3093,Wisconsin\Taylor,51,103,0,103,129825,119997,0,0,103,103,0.000858355,1
867,Iowa\Wapello,0,118,0,0,119253,138692,0,0,118,118,0.000850806,0
3034,Wisconsin\Ashland,14,18,14,18,26529,21243,0,0,18,18,0.000847338,1
7,Alabama\Butler,71,18,71,18,25240,21305,0,0,18,18,0.000844872,1
2310,Pennsylvania\Sullivan,27,13,27,13,14524,15422,0,0,13,13,0.000842952,1
412,Georgia\Dade,45,6,0,6,7382,7152,0,0,6,6,0.000838926,1
1331,Minnesota\Faribault,359,310,359,310,429245,370187,0,0,310,310,0.000837415,1
461,Georgia\Lincoln,8,3,8,3,6921,3625,0,0,3,3,0.000827586,1
1364,Minnesota\Olmsted,94,173,0,173,227550,209399,0,0,173,173,0.000826174,1
1853,New York\Herkimer,187,63,187,63,77940,76397,0,0,63,63,0.00082464,1
803,Iowa\Davis,125,111,125,0,131016,135167,0,0,111,111,0.000821206,0
2392,South Dakota\Day,291,323,291,0,386994,395007,0,0,323,323,0.000817707,0
2993,West Virginia\Harrison,10,21,10,21,26811,25745,0,0,21,21,0.000815692,1
1067,Kentucky\Mercer,104,48,104,48,74903,59424,0,0,48,48,0.000807754,1
3014,West Virginia\Pocahontas,16,15,16,15,23703,18693,0,0,15,15,0.000802439,1
2057,Ohio\Brown,68,111,0,0,173184,139279,0,0,111,111,0.000796961,0
685,Indiana\Adams,183,147,183,0,165835,185993,0,0,147,147,0.000790352,0
834,Iowa\Linn,554,231,545,0,295158,292561,9,0,231,231,0.000789579,0
2432,South Dakota\Stanley,0,173,0,173,233630,219367,0,0,173,173,0.000788633,1
1133,Louisiana\Lafourche,3201,403,0,41,63066,52358,0,362,41,41,0.00078307,1
841,Iowa\Marshall,762,219,762,219,295278,280597,0,0,219,219,0.000780479,1
3030,West Virginia\Wood,20,17,20,17,27405,21823,0,0,17,17,0.000778995,1
810,Iowa\Fayette,546,257,540,257,355542,333297,6,0,257,257,0.000771084,1
1526,Missouri\Howell,75,125,64,45,83313,58477,11,80,45,45,0.000769533,1
1560,Missouri\Pettis,555,435,555,202,262530,263154,0,233,202,202,0.000767611,1
1293,Michigan\Oscoda,10,6,10,6,8361,7870,0,0,6,6,0.000762389,1
2085,Ohio\Highland,197,150,197,0,203208,197691,0,0,150,150,0.00075876,0
2927,Virginia\Warren,58,12,43,12,13354,15827,15,0,12,12,0.000758198,1
2129,Ohio\Union,248,164,248,0,197888,216618,0,0,164,164,0.000757093,0
2043,North Dakota\Towner,861,428,861,428,550467,573310,0,0,428,428,0.000746542,1
2505,Tennessee\Moore,23,11,0,0,21201,14802,0,0,11,11,0.000743143,0
1561,Missouri\Phelps,183,63,17,20,51589,27212,166,43,20,20,0.00073497,1
3010,West Virginia\Nicholas,0,10,0,10,15290,13626,0,0,10,10,0.000733891,1
1051,Kentucky\Lewis,64,24,0,0,41140,32816,0,0,24,24,0.000731351,0
708,Indiana\Franklin,96,62,0,0,85367,85112,0,0,62,62,0.000728452,0
2992,West Virginia\Hardy,49,21,0,21,28329,29200,0,0,21,21,0.000719178,1
1014,Kentucky\Edmonson,14,25,14,25,45107,34892,0,0,25,25,0.000716497,1
2197,Oklahoma\Pawnee,37,46,0,37,60671,52158,0,9,37,37,0.000709383,1
601,Illinois\De Witt,0,128,0,128,185564,182583,0,0,128,128,0.000701051,1
1274,Michigan\Mackinac,0,8,0,0,12993,11467,0,0,8,8,0.000697654,0
3024,West Virginia\Tyler,3,8,3,8,11965,11506,0,0,8,8,0.000695289,1
1481,Missouri\Adair,71,93,71,93,144379,134006,0,0,93,93,0.000693999,1
2009,North Dakota\Eddy,573,200,573,200,272172,288664,0,0,200,200,0.000692847,1
1167,Louisiana\West Feliciana,32,20,32,20,12846,28872,0,0,20,20,0.000692713,1
829,Iowa\Johnson,2945,195,2945,195,282022,285139,0,0,195,195,0.000683877,1
799,Iowa\Clayton,14,198,14,0,296098,291664,0,0,198,198,0.000678863,0
753,Indiana\Ripley,29,83,29,83,120895,124071,0,0,83,83,0.000668972,1
2485,Tennessee\Jackson,79,13,75,13,27888,19476,4,0,13,13,0.000667488,1
115,Arkansas\Fulton,8,23,8,17,28904,25923,0,6,17,17,0.000655788,1
2314,Pennsylvania\Venango,35,19,35,19,30962,29030,0,0,19,19,0.000654495,1
2852,Virginia\Buckingham,39,16,39,16,28677,24485,0,0,16,16,0.000653461,1
746,Indiana\Perry,9,20,0,0,35963,30692,0,0,20,20,0.000651636,0
2509,Tennessee\Perry,86,9,86,9,19414,13814,0,0,9,9,0.000651513,1
1511,Missouri\Daviess,564,137,0,137,203722,210489,0,0,137,137,0.000650865,1
634,Illinois\Livingston,153,411,153,411,599112,632131,0,0,411,411,0.000650182,1
723,Indiana\Jefferson,9,40,9,40,67070,61745,0,0,40,40,0.000647826,1
2079,Ohio\Guernsey,20,33,20,0,49036,51740,0,0,33,33,0.000637804,0
822,Iowa\Howard,260,173,0,173,248796,273269,0,0,173,173,0.000633076,1
3015,West Virginia\Preston,23,55,23,28,46323,44902,0,27,28,28,0.00062358,1
2926,Virginia\Tazewell,330,18,302,18,31479,29097,28,0,18,18,0.00061862,1
3008,West Virginia\Monroe,10,18,10,18,31359,29160,0,0,18,18,0.000617284,1
828,Iowa\Jefferson,35,94,35,0,145015,153400,0,0,94,94,0.000612777,0
1332,Minnesota\Fillmore,11,194,11,0,330381,316843,0,0,194,194,0.000612291,0
1038,Kentucky\Jackson,21,14,21,0,33706,23043,0,0,14,14,0.00060756,0
2107,Ohio\Morgan,7,18,0,18,31263,29975,0,0,18,18,0.0006005,1
1280,Michigan\Menominee,24,30,0,30,59685,50289,0,0,30,30,0.000596552,1
599,Illinois\Cumberland,5,85,5,85,124539,143465,0,0,85,85,0.000592479,1
3065,Wisconsin\Lafayette,68,172,68,159,249866,276055,0,13,159,159,0.000575972,1
1495,Missouri\Camden,94,52,0,14,36363,24413,0,38,14,14,0.000573465,1
724,Indiana\Jennings,568,75,0,50,105121,87673,0,25,50,50,0.000570301,1
681,Illinois\Williamson,13,41,13,0,64773,72131,0,0,41,41,0.00056841,0
624,Illinois\Jo Daviess,118,107,118,107,196027,190246,0,0,107,107,0.00056243,1
2113,Ohio\Perry,18,44,18,38,58473,67787,0,6,38,38,0.000560579,1
594,Illinois\Clay,0,130,0,130,178258,235247,0,0,130,130,0.000552611,1
832,Iowa\Kossuth,637,313,637,313,573301,568629,0,0,313,313,0.000550447,1
2279,Pennsylvania\Fayette,100,30,87,30,74180,55185,13,0,30,30,0.000543626,1
2090,Ohio\Jefferson,80,14,0,0,31688,25857,0,0,14,14,0.000541439,0
2188,Oklahoma\Murray,0,23,0,13,38935,24296,0,10,13,13,0.000535068,1
2155,Oklahoma\Cotton,331,99,0,99,196644,185500,0,0,99,99,0.000533693,1
2920,Virginia\Smyth,188,18,157,0,30319,34332,31,0,18,18,0.000524292,0
2911,Virginia\Pulaski,241,14,0,14,21091,26732,0,0,14,14,0.000523717,1
785,Iowa\Boone,100,148,100,148,301744,283251,0,0,148,148,0.000522505,1
1064,Kentucky\Mason,28,30,28,30,78456,57923,0,0,30,30,0.000517929,1
1026,Kentucky\Grayson,35,63,35,45,103546,87091,0,18,45,45,0.000516701,1
751,Indiana\Putnam,0,79,0,79,130588,156037,0,0,79,79,0.00050629,1
1016,Kentucky\Estill,9,7,9,7,22546,14051,0,0,7,7,0.000498185,1
1374,Minnesota\Renville,0,293,0,293,587501,589089,0,0,293,293,0.000497378,1
12,Alabama\Choctaw,0,8,0,4,9261,8045,0,4,4,4,0.000497203,1
2454,Tennessee\Claiborne,37,17,37,0,43984,34385,0,0,17,17,0.000494402,0
2098,Ohio\Madison,202,119,0,0,225382,244231,0,0,119,119,0.000487244,0
636,Illinois\McDonough,75,123,0,0,267215,253450,0,0,123,123,0.000485303,0
3002,West Virginia\Marshall,69,11,0,11,30332,22769,0,0,11,11,0.000483113,1
3022,West Virginia\Taylor,11,5,11,5,13990,10403,0,0,5,5,0.000480631,1
2506,Tennessee\Morgan,9,9,9,9,20551,19463,0,0,9,9,0.000462416,1
1508,Missouri\Crawford,62,22,20,22,49599,47586,42,0,22,22,0.000462321,1
838,Iowa\Madison,1754,85,0,0,185223,184056,0,0,85,85,0.000461816,0
588,Illinois\Calhoun,0,22,0,0,49579,48502,0,0,22,22,0.00045359,0
2500,Tennessee\Marshall,56,44,0,28,63086,62486,0,16,28,28,0.0004481,1
1151,Louisiana\St. James,0,16,0,16,33602,37056,0,0,16,16,0.000431779,1
2086,Ohio\Hocking,28,6,28,6,16973,14048,0,0,6,6,0.000427107,1
673,Illinois\Vermilion,677,174,677,174,428098,409458,0,0,174,174,0.000424952,1
784,Iowa\Black Hawk,197,116,197,0,263232,273813,0,0,116,116,0.000423647,0
944,Kansas\Neosho,0,74,0,74,166135,175355,0,0,74,74,0.000422001,1
2909,Virginia\Prince George,0,8,20,8,22275,19030,0,0,8,8,0.000420389,1
1159,Louisiana\Terrebonne,381,618,267,9,22157,21516,114,609,9,9,0.000418293,1
2980,West Virginia\Braxton,0,6,0,6,12853,14657,0,0,6,6,0.000409361,1
1087,Kentucky\Russell,275,14,275,14,46183,34915,0,0,14,14,0.000400974,1
3019,West Virginia\Ritchie,23,7,10,0,21784,17571,13,0,7,7,0.000398384,0
2205,Oklahoma\Seminole,782,194,501,19,70440,48012,281,175,19,19,0.000395734,1
2426,South Dakota\Perkins,611,155,611,0,427292,393243,0,0,155,155,0.000394158,0
870,Iowa\Wayne,78,78,0,0,192106,198977,0,0,78,78,0.000392005,0
1456,Mississippi\Prentiss,184,15,74,15,44605,38422,110,0,15,15,0.000390401,1
839,Iowa\Mahaska,87,106,0,0,244728,273911,0,0,106,106,0.000386987,0
2401,South Dakota\Haakon,0,125,0,125,324654,324595,0,0,125,125,0.000385095,1
2056,Ohio\Belmont,15,13,0,13,42554,34967,0,0,13,13,0.000371779,1
1155,Louisiana\St. Mary,22,23,22,0,63747,63044,0,0,23,23,0.000364825,0
716,Indiana\Hendricks,23,72,0,0,157591,200890,0,0,72,72,0.000358405,0
2026,North Dakota\Mountrail,0,205,0,205,652365,578761,0,0,205,205,0.000354205,1
2917,Virginia\Russell,134,12,50,12,35431,34004,84,0,12,12,0.0003529,1
2063,Ohio\Clinton,70,66,70,0,195889,187727,0,0,66,66,0.000351574,0
2103,Ohio\Mercer,75,86,0,0,265784,248701,0,0,86,86,0.000345797,0
1394,Minnesota\Winona,25,62,25,62,191308,180009,0,0,62,62,0.000344427,1
1341,Minnesota\Jackson,620,113,620,113,371172,329974,0,0,113,113,0.000342451,1
715,Indiana\Harrison,61,29,61,0,99095,85030,0,0,29,29,0.000341056,0
2131,Ohio\Vinton,0,4,0,4,14601,11827,0,0,4,4,0.000338209,1
2128,Ohio\Tuscarawas,176,26,176,26,81826,78421,0,0,26,26,0.000331544,1
805,Iowa\Delaware,0,106,0,0,290993,321161,0,0,106,106,0.000330053,0
609,Illinois\Franklin,0,50,0,0,183694,152745,0,0,50,50,0.000327343,0
997,Kentucky\Breckinridge,13,37,13,37,124947,116614,0,0,37,37,0.000317286,1
1381,Minnesota\Sibley,328,99,184,0,313749,318627,144,0,99,99,0.000310708,0
2066,Ohio\Crawford,18,67,18,0,200751,221930,0,0,67,67,0.000301897,0
1352,Minnesota\McLeod,45,70,45,70,218715,236951,0,0,70,70,0.00029542,1
865,Iowa\Union,0,43,0,0,139533,147608,0,0,43,43,0.000291312,0
2046,North Dakota\Ward,770,240,770,240,843803,829363,0,0,240,240,0.000289379,1
1518,Missouri\Gentry,17,46,17,0,173682,160441,0,0,46,46,0.00028671,0
2444,Tennessee\Benton,22,11,0,0,37596,38546,0,0,11,11,0.000285373,0
783,Iowa\Benton,38,107,38,107,356254,381759,0,0,107,107,0.000280282,1
739,Indiana\Morgan,45,32,25,0,92985,114176,20,0,32,32,0.000280269,0
2510,Tennessee\Pickett,0,4,0,4,17573,14518,0,0,4,4,0.00027552,1
1010,Kentucky\Clinton,34,319,34,7,33741,25989,0,312,7,7,0.000269345,1
2987,West Virginia\Gilmer,0,3,0,3,12096,11674,0,0,3,3,0.000256981,1
840,Iowa\Marion,699,51,699,51,183327,199958,0,0,51,51,0.000255054,1
830,Iowa\Jones,559,62,559,62,271236,255729,0,0,62,62,0.000242444,1
702,Indiana\Delaware,467,37,0,37,143432,160372,0,0,37,37,0.000230714,1
1070,Kentucky\Montgomery,57,9,57,9,53895,40011,0,0,9,9,0.000224938,1
1521,Missouri\Harrison,0,59,0,0,236781,264079,0,0,59,59,0.000223418,0
700,Indiana\Decatur,0,36,0,36,183719,162621,0,0,36,36,0.000221374,1
808,Iowa\Dubuque,0,49,0,49,237390,224256,0,0,49,49,0.0002185,1
774,Indiana\Wells,73,39,73,0,184131,189036,0,0,39,39,0.00020631,0
868,Iowa\Warren,80,37,80,37,160336,183991,0,0,37,37,0.000201097,1
613,Illinois\Grundy,0,40,0,0,206081,206043,0,0,40,40,0.000194134,0
2306,Pennsylvania\Potter,0,8,0,8,40443,41982,0,0,8,8,0.000190558,1
584,Illinois\Bond,5,33,5,0,203316,176740,0,0,33,33,0.000186715,0
697,Indiana\Crawford,13,3,13,3,17136,16206,0,0,3,3,0.000185117,1
743,Indiana\Orange,0,10,0,0,58813,56872,0,0,10,10,0.000175833,0
3040,Wisconsin\Calumet,50,21,50,21,128524,120851,0,0,21,21,0.000173768,1
931,Kansas\Linn,0,29,0,29,133783,167831,0,0,29,29,0.000172793,1
